Name,Yr/Seas,Year,Season,Date,Month,Time,Citizenship,Sex,Age,Oxy,Ascents,Dth,Host,Cause,Altitude
Tsewang Paljor,1996 Spr,1996,1,10-May,5,18:15,India,1,28,1,0,1,China,Exposure/Frostbite,8550m
Tsewang Smanla,1996 Spr,1996,1,10-May,5,18:15,India,1,38,1,0,1,China,Exposure/Frostbite,8700m
Hiroshi Hanada,1996 Spr,1996,1,11-May,5,12:45,Japan,1,36,1,1,0,China,NA,NA
"Ang Gyalzen Sherpa (Thami, Khumbu)",1996 Spr,1996,1,11-May,5,12:45,Nepal,1,33,1,1,0,China,NA,NA
"Pasang Kami Sherpa (Kharikhola, Solukhumbu)",1996 Spr,1996,1,11-May,5,12:45,Nepal,1,22,1,1,0,China,NA,NA
"Pasang Tshering/Tshiring Sherpa (Beding, Dolakha)",1996 Spr,1996,1,11-May,5,12:45,Nepal,1,33,1,1,0,China,NA,NA
Eisuke Shigekawa,1996 Spr,1996,1,11-May,5,12:45,Japan,1,21,1,1,0,China,NA,NA
Mamoru Kikuchi,1996 Spr,1996,1,13-May,5,9:15,Japan,1,40,1,1,0,China,NA,NA
"Chhuwang Nima Sherpa (Tesho, Khumbu)",1996 Spr,1996,1,13-May,5,9:15,Nepal,1,28,1,1,0,China,NA,NA
"Dawa Tshering (Dawa Chhiri) Sherpa (Thami, Khumbu)",1996 Spr,1996,1,13-May,5,9:15,Nepal,1,29,1,1,0,China,NA,NA
"Nima Dorje (Dorje) Sherpa (Beding, Dolakha)",1996 Spr,1996,1,13-May,5,9:15,Nepal,1,41,1,1,0,China,NA,NA
Hirotaka Sugiyama,1996 Spr,1996,1,13-May,5,9:15,Japan,1,40,1,1,0,China,NA,NA
Sven Hougen Gangdal,1996 Spr,1996,1,17-May,5,10:10,Norway,1,41,1,1,0,China,NA,NA
Tashi Ram Negi,1996 Spr,1996,1,17-May,5,10:10,India,1,31,1,1,0,China,NA,NA
Hira Ram Singh,1996 Spr,1996,1,17-May,5,10:10,India,1,32,1,1,0,China,NA,NA
"Dawa Tashi Sherpa (Beding, Dolakha)",1996 Spr,1996,1,17-May,5,10:10,Nepal,1,32,1,1,0,China,NA,NA
"Dawa Tshering (Dawa Chhiri) Sherpa (Beding, Dolakha)",1996 Spr,1996,1,17-May,5,10:10,Nepal,1,24,1,1,0,China,NA,NA
Kusang Dorjee Sherpa,1996 Spr,1996,1,17-May,5,10:10,India,1,34,1,1,0,China,NA,NA
Nadre Sherpa,1996 Spr,1996,1,17-May,5,10:10,India,1,27,1,1,0,China,NA,NA
Sange Muktuk Sherpa,1996 Spr,1996,1,17-May,5,10:10,India,1,31,1,1,0,China,NA,NA
Olav Storli Ulvund,1996 Spr,1996,1,17-May,5,10:10,Norway,1,35,1,1,0,China,NA,NA
"Ngatemba (Nga Temba) Sherpa (Sikli, Jubing, Solukhumbu)",1996 Spr,1996,1,17-May,5,12:10,Nepal,1,40,1,1,0,China,NA,NA
"Pemba Tshering Sherpa (Thamo, Khumbu)",1996 Spr,1996,1,17-May,5,12:10,Nepal,1,52,1,1,0,China,NA,NA
Hirotaka Takeuchi,1996 Spr,1996,1,17-May,5,12:10,Japan,1,25,1,1,0,China,NA,NA
Fausto De Stefani,1996 Spr,1996,1,18-May,5,13:15,Italy,1,44,1,1,0,China,NA,NA
Josef (Pepino) Nezerka,1996 Spr,1996,1,18-May,5,13:15,Czech Republic,1,41,1,1,0,China,NA,NA
Morten Rostrup,1996 Spr,1996,1,18-May,5,13:15,Norway,1,38,1,1,0,China,NA,NA
"Gyalbu Sherpa (Beding, Dolakha)",1996 Spr,1996,1,18-May,5,13:15,Nepal,1,31,1,1,0,China,NA,NA
Matthew (Matt) Dickinson,1996 Spr,1996,1,19-May,5,NA,UK,1,35,1,1,0,China,NA,NA
Alan Charles Hinkes,1996 Spr,1996,1,19-May,5,NA,UK,1,42,1,1,0,China,NA,NA
"Fur Geljen Sherpa (Kharikhola, Solukhumbu)",1996 Spr,1996,1,19-May,5,NA,Nepal,1,29,1,1,0,China,NA,NA
"Lhakpa Gelu Sherpa (Kharikhola, Solukhumbu)",1996 Spr,1996,1,19-May,5,NA,Nepal,1,28,1,1,0,China,NA,NA
"Mingma Dorje Sherpa (Kharikhola, Solukhumbu)",1996 Spr,1996,1,19-May,5,NA,Nepal,1,23,1,1,0,China,NA,NA
Piotr (Petr) Kouznetsov,1996 Spr,1996,1,20-May,5,15:10,Russia,1,38,1,1,0,China,NA,NA
Valeri Kohanov,1996 Spr,1996,1,20-May,5,17:00,Russia,1,37,1,1,0,China,NA,NA
Grigori Semikolenov,1996 Spr,1996,1,20-May,5,17:00,Russia,1,27,1,1,0,China,NA,NA
Koji Yamazaki,1996 Spr,1996,1,21-May,5,18:00,Japan,1,41,1,1,0,China,NA,NA
Jamling Tenzing Norgay,1996 Spr,1996,1,23-May,5,NA,India,1,31,1,1,0,Nepal,NA,NA
Thierry Raoul Renard,1996 Spr,1996,1,23-May,5,NA,France,1,50,1,1,0,Nepal,NA,NA
Hans Robert Schauer,1996 Spr,1996,1,23-May,5,NA,Austria,1,42,1,1,0,Nepal,NA,NA
Araceli Segarra Roca,1996 Spr,1996,1,23-May,5,NA,Spain,0,26,1,1,0,Nepal,NA,NA
"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",1996 Spr,1996,1,23-May,5,NA,Nepal,1,30,0,1,0,Nepal,NA,NA
"Dawa Sherpa (Taksindu, Solukhumbu)",1996 Spr,1996,1,23-May,5,NA,Nepal,1,33,1,1,0,Nepal,NA,NA
"Dorje Sherpa (Nunthala, Solukhumbu)",1996 Spr,1996,1,23-May,5,NA,Nepal,1,30,1,1,0,Nepal,NA,NA
"Jangbu Sherpa (Changba, Tapting, Solukhumbu)",1996 Spr,1996,1,23-May,5,NA,Nepal,1,37,1,1,0,Nepal,NA,NA
"Lhakpa Dorje Sherpa (Chitre, Sotang, Solukhumbu)",1996 Spr,1996,1,23-May,5,NA,Nepal,1,30,0,1,0,Nepal,NA,NA
"Muktu Lhakpa (Muktuk) Sherpa (Tashigaon, Makalu-Barun)",1996 Spr,1996,1,23-May,5,NA,Nepal,1,23,1,1,0,Nepal,NA,NA
"Thilen Sherpa (Nurbugaon, Makalu-Barun)",1996 Spr,1996,1,23-May,5,NA,Nepal,1,28,1,1,0,Nepal,NA,NA
Edmund Karl (Ed) Viesturs,1996 Spr,1996,1,23-May,5,11:00,USA,1,36,0,1,0,Nepal,NA,NA
David Finlay Breashears,1996 Spr,1996,1,23-May,5,11:20,USA,1,40,1,1,0,Nepal,NA,NA
"Ang Rita Sherpa (Yilajung, Khumbu)",1996 Spr,1996,1,23-May,5,12:30,Nepal,1,47,0,1,0,Nepal,NA,NA
Goran Kropp,1996 Spr,1996,1,23-May,5,13:00,Sweden,1,29,0,1,0,Nepal,NA,NA
Jesus Martinez Novas,1996 Spr,1996,1,23-May,5,13:00,Spain,1,31,0,1,0,Nepal,NA,NA
Johann (Hans) Kammerlander,1996 Spr,1996,1,24-May,5,9:35,Italy,1,39,0,1,0,China,NA,NA
Yuri Contreras Cedi,1996 Spr,1996,1,24-May,5,13:44,Mexico,1,32,1,1,0,China,NA,NA
Hector Mario Ponce de Leon Gomez,1996 Spr,1996,1,24-May,5,14:40,Mexico,1,29,1,1,0,China,NA,NA
"Pemba Tenji (Pekka Tenja) Sherpa (Chattu, Solukhumbu)",1996 Spr,1996,1,25-May,5,9:51,Nepal,1,33,1,1,0,Nepal,NA,NA
Ian Woodall,1996 Spr,1996,1,25-May,5,9:51,UK,1,39,1,1,0,Nepal,NA,NA
Catherine (Cathy) O'Dowd,1996 Spr,1996,1,25-May,5,10:10,S Africa,0,27,1,1,0,Nepal,NA,NA
"Ang Dorje Sherpa (Tate, Khumbu)",1996 Spr,1996,1,25-May,5,10:40,Nepal,1,42,1,1,0,Nepal,NA,NA
Bruce Herrod,1996 Spr,1996,1,25-May,5,17:00,UK,1,37,1,0,1,Nepal,Fall,8750m
"Lama Jangbu Sherpa (Kharikhola, Solukhumbu)",1996 Spr,1996,1,25-May,5,17:00,Nepal,1,31,1,1,0,Nepal,NA,NA
"Chhuwang Nima Sherpa (Tesho, Khumbu)",1996 Aut,1996,3,26-Sep,9,NA,Nepal,1,29,1,1,0,China,NA,NA
"Dawa Tshering (Dawa Chhiri) Sherpa (Thami, Khumbu)",1996 Aut,1996,3,26-Sep,9,NA,Nepal,1,29,1,1,0,China,NA,NA
"Ang Gyalzen Sherpa (Thami, Khumbu)",1996 Aut,1996,3,26-Sep,9,11:00,Nepal,1,33,1,1,0,China,NA,NA
"Gyalzen Sherpa (Loding Tamakhani, Solukhumbu)",1996 Aut,1996,3,26-Sep,9,11:00,Nepal,1,34,1,1,0,China,NA,NA
"Kaji (Pasang Kaji, Pasang Kami) Sherpa (Loding Tamakhani, Solukhumbu)",1996 Aut,1996,3,26-Sep,9,11:00,Nepal,1,33,1,1,0,China,NA,NA
Clara Sumarwati,1996 Aut,1996,3,26-Sep,9,11:00,Indonesia,0,29,1,1,0,China,NA,NA
Jong-Tai Choi,1996 Aut,1996,3,11-Oct,10,12:45,S Korea,1,26,1,1,0,Nepal,NA,NA
Kwang-Chal Shin,1996 Aut,1996,3,11-Oct,10,12:45,S Korea,1,25,1,1,0,Nepal,NA,NA
"Panuru (Pasang Nuru, Pa Nuru) Sherpa (Phortse, Khumbu)",1996 Aut,1996,3,11-Oct,10,12:50,Nepal,1,28,1,1,0,Nepal,NA,NA
"Ang Dawa (Dawa) Tamang (Lapcha, Gorakhani, Solukhumbu)",1996 Aut,1996,3,11-Oct,10,12:50,Nepal,1,24,1,1,0,Nepal,NA,NA
"Kipa/Keepa Sherpa (Hille (Kharikhola), Solukhumbu)",1996 Aut,1996,3,11-Oct,10,13:15,Nepal,1,33,1,1,0,Nepal,NA,NA
Anatoli Boukreev,1997 Spr,1997,1,26-Apr,4,14:25,Kazakhstan,1,39,1,1,0,Nepal,NA,NA
"Apa (Appa) Sherpa (Thami Og, Khumbu)",1997 Spr,1997,1,26-Apr,4,14:25,Nepal,1,37,1,1,0,Nepal,NA,NA
Asmujiono,1997 Spr,1997,1,26-Apr,4,15:26,Indonesia,1,25,1,1,0,Nepal,NA,NA
Vladimir Bachkirov,1997 Spr,1997,1,26-Apr,4,15:26,Russia,1,45,1,1,0,Nepal,NA,NA
"Dawa Nuru/Norbu Sherpa (Thami, Khumbu)",1997 Spr,1997,1,26-Apr,4,15:26,Nepal,1,33,1,1,0,Nepal,NA,NA
Vladimir Frolov,1997 Spr,1997,1,2-May,5,18:00,Kazakhstan,1,24,1,1,0,China,NA,NA
Andrei Molotov,1997 Spr,1997,1,2-May,5,18:00,Kazakhstan,1,23,1,1,0,China,NA,NA
Sergei Ovsharenko,1997 Spr,1997,1,2-May,5,18:00,Kazakhstan,1,33,1,1,0,China,NA,NA
Vladimir Souviga,1997 Spr,1997,1,2-May,5,18:00,Kazakhstan,1,43,0,1,0,China,NA,NA
In Lee,1997 Spr,1997,1,7-May,5,14:55,S Korea,1,31,1,1,0,China,NA,NA
"Ang Dawa (Dawa) Tamang (Lapcha, Gorakhani, Solukhumbu)",1997 Spr,1997,1,7-May,5,14:55,Nepal,1,24,1,1,0,China,NA,NA
Nikolai Chevtchenko,1997 Spr,1997,1,7-May,5,18:00,Russia,1,52,1,0,1,China,Exposure/Frostbite,8700m
Ivan Plotnikov,1997 Spr,1997,1,7-May,5,18:00,Russia,1,36,1,0,1,China,Exposure/Frostbite,8700m
Stephane Cagnin,1997 Spr,1997,1,8-May,5,10:30,France,1,29,1,1,0,China,NA,NA
Antoine De Choudens,1997 Spr,1997,1,8-May,5,10:30,France,1,27,0,1,0,China,NA,NA
Doychin Todorov Vasilev,1997 Spr,1997,1,20-May,5,13:30,Bulgaria,1,52,1,1,0,China,NA,NA
Konstantin Farafonov,1997 Spr,1997,1,20-May,5,15:25,Kazakhstan,1,29,1,1,0,China,NA,NA
Dmitri Grekov,1997 Spr,1997,1,20-May,5,15:25,Russia,1,33,1,1,0,China,NA,NA
Sergei V. Lavrov,1997 Spr,1997,1,20-May,5,15:25,Kazakhstan,1,32,1,1,0,China,NA,NA
Dmitri Mouravev,1997 Spr,1997,1,20-May,5,15:25,Kazakhstan,1,30,1,1,0,China,NA,NA
Lyudmila Savina,1997 Spr,1997,1,20-May,5,15:25,Kazakhstan,0,41,1,1,0,China,NA,NA
Dmitri Sobolev,1997 Spr,1997,1,20-May,5,15:25,Kazakhstan,1,35,1,1,0,China,NA,NA
Nikola (Nick) Kekus,1997 Spr,1997,1,21-May,5,13:00,UK,1,39,1,1,0,Nepal,NA,NA
Hallgrimur Magnusson,1997 Spr,1997,1,21-May,5,13:00,Iceland,1,30,1,1,0,Nepal,NA,NA
Bjorn Olafsson,1997 Spr,1997,1,21-May,5,13:00,Iceland,1,30,1,1,0,Nepal,NA,NA
"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",1997 Spr,1997,1,21-May,5,13:00,Nepal,1,31,1,1,0,Nepal,NA,NA
"Danuri (Danu) Sherpa (Simigaon, Dolakha)",1997 Spr,1997,1,21-May,5,13:00,Nepal,1,34,1,1,0,Nepal,NA,NA
"Dawa Sherpa (Taksindu, Solukhumbu)",1997 Spr,1997,1,21-May,5,13:00,Nepal,1,34,1,1,0,Nepal,NA,NA
Einar Kristjan Stefansson,1997 Spr,1997,1,21-May,5,13:00,Iceland,1,31,1,1,0,Nepal,NA,NA
Andrew (Andy) Evans,1997 Spr,1997,1,22-May,5,10:30,Canada/USA,1,35,1,1,0,China,NA,NA
Franc (Aco) Pepevnik,1997 Spr,1997,1,22-May,5,11:00,Slovenia,1,37,1,1,0,China,NA,NA
Peter George (Pete) Athans,1997 Spr,1997,1,23-May,5,NA,USA,1,40,1,1,0,Nepal,NA,NA
David Finlay Breashears,1997 Spr,1997,1,23-May,5,NA,USA,1,41,1,1,0,Nepal,NA,NA
Ian Jamie Clarke,1997 Spr,1997,1,23-May,5,NA,Canada,1,29,1,1,0,Nepal,NA,NA
Alan Hobson,1997 Spr,1997,1,23-May,5,NA,Canada,1,39,1,1,0,Nepal,NA,NA
"Ang Phuri Gyalzen Sherpa (Sikli (Kharikhola), Solukhumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,25,1,1,0,Nepal,NA,NA
"Dawa Temba Sherpa (Thamo, Khumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,31,1,1,0,Nepal,NA,NA
"Dorje Sherpa (Nunthala, Solukhumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,31,1,1,0,Nepal,NA,NA
"Fura Dorje (Phura Dorje) Sherpa (Sotang, Solukhumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,30,1,1,0,Nepal,NA,NA
"Gyalbu Sherpa (Beding, Dolakha)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,32,1,1,0,Nepal,NA,NA
"Gyalzen Sherpa (Loding Tamakhani, Solukhumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,34,1,1,0,Nepal,NA,NA
"Jangbu Sherpa (Changba, Tapting, Solukhumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,38,1,1,0,Nepal,NA,NA
"Kami (Kame) Sherpa (Bagam, Kerung, Solukhumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,34,1,1,0,Nepal,NA,NA
"Kami Tshering (Ang Chhiring) Sherpa (Pangboche, Khumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,35,1,1,0,Nepal,NA,NA
"Lhakpa Tshering Sherpa (Khunde, Khumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,41,1,1,0,Nepal,NA,NA
"Nga Temba Sherpa (Kharikhola, Solukhumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,46,1,1,0,Nepal,NA,NA
"Tashi Tshering Sherpa (Pangboche, Khumbu)",1997 Spr,1997,1,23-May,5,NA,Nepal,1,27,1,1,0,Nepal,NA,NA
David Carter,1997 Spr,1997,1,23-May,5,6:50,USA,1,34,1,1,0,Nepal,NA,NA
Edmund Guy Cotter,1997 Spr,1997,1,23-May,5,6:50,New Zealand,1,34,1,1,0,Nepal,NA,NA
"Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)",1997 Spr,1997,1,23-May,5,6:50,Nepal,1,32,1,1,0,Nepal,NA,NA
"Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)",1997 Spr,1997,1,23-May,5,6:50,Nepal,1,26,1,1,0,Nepal,NA,NA
Tashi Wangchuk Tenzing,1997 Spr,1997,1,23-May,5,6:50,Australia,1,31,1,1,0,Nepal,NA,NA
Edmund Karl (Ed) Viesturs,1997 Spr,1997,1,23-May,5,6:50,USA,1,37,1,1,0,Nepal,NA,NA
Eero Veikka Juhani Gustafsson,1997 Spr,1997,1,23-May,5,8:10,Finland,1,29,0,1,0,Nepal,NA,NA
Mark Francis Warham,1997 Spr,1997,1,23-May,5,9:30,UK,1,35,1,1,0,Nepal,NA,NA
Andres Delgado Calderon,1997 Spr,1997,1,23-May,5,9:45,Mexico,1,27,1,1,0,Nepal,NA,NA
"Tenzing (Tenzen, Tenzi) Sherpa (Thami, Khumbu)",1997 Spr,1997,1,23-May,5,9:45,Nepal,1,32,1,1,0,Nepal,NA,NA
"Lhakpa Gelu Sherpa (Kharikhola, Solukhumbu)",1997 Spr,1997,1,23-May,5,10:00,Nepal,1,29,1,1,0,Nepal,NA,NA
Eric Blakeley,1997 Spr,1997,1,23-May,5,10:15,UK,1,32,1,1,0,Nepal,NA,NA
"Dawa Tenzi (Da Tenzi) Sherpa (Kharikhola, Solukhumbu)",1997 Spr,1997,1,23-May,5,11:00,Nepal,1,33,1,1,0,Nepal,NA,NA
Magendran Munisamy,1997 Spr,1997,1,23-May,5,11:55,Malaysia,1,33,1,1,0,Nepal,NA,NA
Pavle Kozjek,1997 Spr,1997,1,23-May,5,13:40,Slovenia,1,38,0,1,0,China,NA,NA
Hugo Rodriguez Barroso,1997 Spr,1997,1,23-May,5,14:00,Mexico,1,36,1,1,0,Nepal,NA,NA
Mohandas Nagappan,1997 Spr,1997,1,23-May,5,14:10,Malaysia,1,35,1,1,0,Nepal,NA,NA
Sergei Sokolov,1997 Spr,1997,1,24-May,5,NA,Russia,1,54,1,1,0,China,NA,NA
Alexandre Zelenski,1997 Spr,1997,1,24-May,5,NA,Russia,1,36,1,1,0,China,NA,NA
Wallace Wayne (Wally) Berg,1997 Spr,1997,1,25-May,5,6:15,USA,1,42,1,1,0,Nepal,NA,NA
"Ang Pasang Sherpa (Pangboche, Khumbu)",1997 Spr,1997,1,25-May,5,6:15,Nepal,1,31,1,1,0,Nepal,NA,NA
"Kami Rita (Topke) Sherpa (Thami, Khumbu)",1997 Spr,1997,1,25-May,5,6:15,Nepal,1,27,1,1,0,Nepal,NA,NA
"Mingma Chhiri/Chhiring Sherpa (Thami, Khumbu)",1997 Spr,1997,1,25-May,5,6:15,Nepal,1,28,1,1,0,Nepal,NA,NA
"Pemba Tenji (Pekka Tenja) Sherpa (Chattu, Solukhumbu)",1997 Spr,1997,1,25-May,5,6:15,Nepal,1,34,1,1,0,Nepal,NA,NA
"Lhakpa Rita Sherpa (Thami, Khumbu)",1997 Spr,1997,1,25-May,5,7:00,Nepal,1,30,1,1,0,Nepal,NA,NA
"Nima Tashi Sherpa (Pangboche, Khumbu)",1997 Spr,1997,1,25-May,5,7:00,Nepal,1,37,1,1,0,Nepal,NA,NA
"Tenzing Nuru Sherpa (Yilajung (Thami), Khumbu)",1997 Spr,1997,1,25-May,5,7:00,Nepal,1,27,1,0,1,Nepal,Fall,8800m
Yuri Contreras Cedi,1997 Spr,1997,1,27-May,5,9:00,Mexico,1,33,1,1,0,Nepal,NA,NA
"Dawa Sona (Da Sona, Da Sonam) Sherpa (Pangboche, Khumbu)",1997 Spr,1997,1,27-May,5,9:00,Nepal,1,31,1,1,0,Nepal,NA,NA
Ilgvars Pauls,1997 Spr,1997,1,27-May,5,9:20,Latvia,1,39,1,1,0,Nepal,NA,NA
Brigitte Muir,1997 Spr,1997,1,27-May,5,10:30,Australia,0,38,1,1,0,Nepal,NA,NA
"Dorje (Dorje Lambu, Big Dorje) Sherpa (Thamo, Khumbu)",1997 Spr,1997,1,27-May,5,10:30,Nepal,1,31,1,1,0,Nepal,NA,NA
"Kipa/Keepa Sherpa (Hille (Kharikhola), Solukhumbu)",1997 Spr,1997,1,27-May,5,10:30,Nepal,1,34,1,1,0,Nepal,NA,NA
Da Chimi (Da Qimi),1997 Spr,1997,1,29-May,5,NA,China,1,39,1,1,0,China,NA,NA
"Khetsun (Kaizun, Kai Zhong)",1997 Spr,1997,1,29-May,5,NA,China,1,31,1,1,0,China,NA,NA
Tenzing Dorje (Danzhen Duoji),1997 Spr,1997,1,29-May,5,NA,China,1,34,1,1,0,China,NA,NA
Russell Reginald Brice,1997 Spr,1997,1,29-May,5,11:45,New Zealand,1,44,1,1,0,China,NA,NA
Richard Desmond (Dick) Price,1997 Spr,1997,1,29-May,5,12:00,New Zealand,1,49,1,1,0,China,NA,NA
Shoji Abe,1998 Spr,1998,1,18-May,5,12:30,Japan,1,34,1,1,0,China,NA,NA
Toshiya Nakajima,1998 Spr,1998,1,18-May,5,12:30,Japan,1,33,1,1,0,China,NA,NA
"Ang Gyalzen Sherpa (Thami, Khumbu)",1998 Spr,1998,1,18-May,5,12:30,Nepal,1,35,1,1,0,China,NA,NA
"Ngatemba (Nga Temba) Sherpa (Sikli, Jubing, Solukhumbu)",1998 Spr,1998,1,18-May,5,12:30,Nepal,1,42,1,1,0,China,NA,NA
"Pasang Kami Sherpa (Kharikhola, Solukhumbu)",1998 Spr,1998,1,18-May,5,12:30,Nepal,1,24,1,1,0,China,NA,NA
Surendra Chavan,1998 Spr,1998,1,18-May,5,12:35,India,1,37,1,1,0,China,NA,NA
Hisashi Hashimoto,1998 Spr,1998,1,18-May,5,12:35,Japan,1,45,1,1,0,China,NA,NA
Hidetoshi Kurahashi,1998 Spr,1998,1,18-May,5,12:35,Japan,1,38,1,1,0,China,NA,NA
Koichi Nagata,1998 Spr,1998,1,18-May,5,12:35,Japan,1,40,1,1,0,China,NA,NA
Masaru Sato,1998 Spr,1998,1,18-May,5,12:35,Japan,1,44,1,1,0,China,NA,NA
"Dawa Nuru/Norbu Sherpa (Thami, Khumbu)",1998 Spr,1998,1,18-May,5,12:35,Nepal,1,34,1,1,0,China,NA,NA
"Dawa Tashi Sherpa (Beding, Dolakha)",1998 Spr,1998,1,18-May,5,12:35,Nepal,1,34,1,1,0,China,NA,NA
"Mingma (Ang Mingma) Sherpa (Yilajung, Khumbu)",1998 Spr,1998,1,18-May,5,12:35,Nepal,1,30,1,1,0,China,NA,NA
"Nawang Tenzing Sherpa (Beding, Dolakha)",1998 Spr,1998,1,18-May,5,12:35,Nepal,1,31,1,1,0,China,NA,NA
"Tamtin (Thomting, Tamding) Sherpa (Beding, Dolakha)",1998 Spr,1998,1,18-May,5,12:35,Nepal,1,23,1,1,0,China,NA,NA
Shoji Sakamoto,1998 Spr,1998,1,18-May,5,12:57,Japan,1,38,1,1,0,China,NA,NA
Alexei Bolotov,1998 Spr,1998,1,18-May,5,13:05,Russia,1,35,1,1,0,China,NA,NA
Valeri Pershin,1998 Spr,1998,1,18-May,5,13:05,Russia,1,49,1,1,0,China,NA,NA
Sergei Timofeev,1998 Spr,1998,1,18-May,5,13:05,Russia,1,40,1,1,0,China,NA,NA
Evgeni Vinogradski,1998 Spr,1998,1,18-May,5,13:05,Russia,1,51,1,1,0,China,NA,NA
Victor Koulabatchenko,1998 Spr,1998,1,18-May,5,14:20,Belarus,1,36,1,1,0,China,NA,NA
Peter Hamor,1998 Spr,1998,1,19-May,5,NA,Slovakia,1,33,1,1,0,China,NA,NA
"Chhiring Dorje Sherpa (Beding, Dolakha)",1998 Spr,1998,1,19-May,5,NA,Nepal,1,23,1,1,0,China,NA,NA
"Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)",1998 Spr,1998,1,19-May,5,NA,Nepal,1,27,1,1,0,China,NA,NA
"Pasang Kitar/Kidar Sherpa (Beding, Dolakha)",1998 Spr,1998,1,19-May,5,NA,Nepal,1,19,1,1,0,China,NA,NA
Hiromichi Kamimura,1998 Spr,1998,1,19-May,5,7:30,Japan,1,33,1,1,0,China,NA,NA
"Chhuwang Nima Sherpa (Tesho, Khumbu)",1998 Spr,1998,1,19-May,5,7:30,Nepal,1,30,1,1,0,China,NA,NA
Hitoshi Onodera,1998 Spr,1998,1,19-May,5,10:00,Japan,1,47,1,1,0,China,NA,NA
"Dawa Tshering (Dawa Chhiri) Sherpa (Thami, Khumbu)",1998 Spr,1998,1,19-May,5,10:00,Nepal,1,31,1,1,0,China,NA,NA
Vladimir Zboja,1998 Spr,1998,1,19-May,5,10:11,Slovakia,1,38,1,1,0,China,NA,NA
Minoru Sawada,1998 Spr,1998,1,19-May,5,10:13,Japan,1,29,1,1,0,China,NA,NA
Noriyuki Muraguchi,1998 Spr,1998,1,19-May,5,10:18,Japan,1,41,1,1,0,China,NA,NA
Radek Jaros,1998 Spr,1998,1,19-May,5,12:15,Czech Republic,1,34,0,1,0,China,NA,NA
Vladimir Nosek,1998 Spr,1998,1,19-May,5,12:15,Czech Republic,1,34,0,1,0,China,NA,NA
Vladimir (Vlado) Plulik,1998 Spr,1998,1,19-May,5,14:30,Slovakia,1,35,0,1,0,China,NA,NA
Loveraj Singh Dharmshaktu,1998 Spr,1998,1,19-May,5,15:15,India,1,25,1,1,0,China,NA,NA
"Nima Gyalzen Sherpa (Beding, Dolakha)",1998 Spr,1998,1,19-May,5,15:15,Nepal,1,22,1,1,0,China,NA,NA
"Phinzo Norbu (Phinzo) Sherpa (Beding, Dolakha)",1998 Spr,1998,1,19-May,5,15:15,Nepal,1,39,1,1,0,China,NA,NA
Donald (Don) Beavon,1998 Spr,1998,1,20-May,5,NA,USA,1,42,1,1,0,Nepal,NA,NA
"Arita Sherpa (Thami, Khumbu)",1998 Spr,1998,1,20-May,5,NA,Nepal,1,38,1,1,0,Nepal,NA,NA
"Ang Pasang Sherpa (Thami, Khumbu)",1998 Spr,1998,1,20-May,5,8:40,Nepal,1,30,1,1,0,Nepal,NA,NA
"Apa (Appa) Sherpa (Thami Og, Khumbu)",1998 Spr,1998,1,20-May,5,8:40,Nepal,1,38,1,1,0,Nepal,NA,NA
"Nima Rita Sherpa (Thami, Khumbu)",1998 Spr,1998,1,20-May,5,8:40,Nepal,1,40,1,1,0,Nepal,NA,NA
"Pemba Norbu/Nuru Sherpa (Namche Bazar, Khumbu)",1998 Spr,1998,1,20-May,5,8:40,Nepal,1,32,1,1,0,Nepal,NA,NA
Pasquale Vincent Scaturro,1998 Spr,1998,1,20-May,5,8:50,USA,1,44,1,1,0,Nepal,NA,NA
Robert H. (Bob) Hoffman,1998 Spr,1998,1,20-May,5,9:00,USA,1,55,1,1,0,Nepal,NA,NA
Jeffery E. (Jeff) Rhoads,1998 Spr,1998,1,20-May,5,9:00,USA,1,43,1,1,0,Nepal,NA,NA
"Tashi Tshering Sherpa (Pangboche, Khumbu)",1998 Spr,1998,1,20-May,5,9:00,Nepal,1,28,1,1,0,Nepal,NA,NA
Jalal Cheshmeh Ghasabani,1998 Spr,1998,1,20-May,5,9:45,Iran,1,38,1,1,0,Nepal,NA,NA
Mohammad Hassan Najarian,1998 Spr,1998,1,20-May,5,9:45,Iran,1,32,1,1,0,Nepal,NA,NA
Hamid Reza Olanj,1998 Spr,1998,1,20-May,5,9:45,Iran,1,28,1,1,0,Nepal,NA,NA
