Name,Yr/Seas,Year,Season,Date,Month,Time,Citizenship,Sex,Age,Oxy,Ascents,Dth,Host,Cause,Altitude
Graham Duff,2011 Spr,2011,1,21-May,5,6:35,UK,1,36,1,1,0,China,NA,NA
Justin Packshaw,2011 Spr,2011,1,21-May,5,6:35,UK,1,46,1,1,0,China,NA,NA
"Ang Nuru Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,21-May,5,6:35,Nepal,1,21,1,1,0,China,NA,NA
"Dawa Chhiri (Da Chhiri) Sherpa (Phurte, Khumbu)",2011 Spr,2011,1,21-May,5,6:35,Nepal,1,33,1,1,0,China,NA,NA
"Jangbu Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,21-May,5,6:35,Nepal,1,30,1,1,0,China,NA,NA
"Lhakpa Sonam Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,21-May,5,6:35,Nepal,1,29,1,1,0,China,NA,NA
"Nima Gyalzen Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,21-May,5,6:35,Nepal,1,31,1,1,0,China,NA,NA
David Allen (Dave) Hahn,2011 Spr,2011,1,21-May,5,6:55,USA,1,49,1,1,0,Nepal,NA,NA
Barton Linden Berko Mallory,2011 Spr,2011,1,21-May,5,6:55,USA,1,25,1,1,0,Nepal,NA,NA
"Kazi (Kaji) Sherpa (Tapting-9, Solukhumbu)",2011 Spr,2011,1,21-May,5,6:55,Nepal,1,39,1,1,0,Nepal,NA,NA
"Tshering Dorje (Chhering Dorje) Sherpa (Beding, Dolakha)",2011 Spr,2011,1,21-May,5,6:55,Nepal,1,22,1,1,0,Nepal,NA,NA
Richard Luke Millard,2011 Spr,2011,1,21-May,5,7:00,USA,1,34,1,1,0,Nepal,NA,NA
Mohammad Abdul Mohit,2011 Spr,2011,1,21-May,5,7:00,Bangladesh,1,41,1,1,0,China,NA,NA
"Dakipa (Dawa Kipa) Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,21-May,5,7:00,Nepal,1,27,1,1,0,China,NA,NA
"Mingma Tshering Sherpa (Beding, Dolakha)",2011 Spr,2011,1,21-May,5,7:00,Nepal,1,28,1,1,0,China,NA,NA
"Pasang Yila Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,21-May,5,7:00,Nepal,1,33,1,1,0,Nepal,NA,NA
Rodney Hogg,2011 Spr,2011,1,21-May,5,7:35,UK,1,44,1,1,0,China,NA,NA
"Kami Chhiri Sherpa (Bupsa, Jubing-5, Solukhumbu)",2011 Spr,2011,1,21-May,5,7:35,Nepal,1,28,1,1,0,China,NA,NA
Unai Llantada Vivanco,2011 Spr,2011,1,21-May,5,8:00,Spain,1,39,1,1,0,Nepal,NA,NA
"Karma Gyalzen (Karma Geljen) Sherpa (Surke, Khumbu)",2011 Spr,2011,1,21-May,5,8:00,Nepal,1,39,1,1,0,Nepal,NA,NA
"Lhakpa Tshering Sherpa (Chaurikharka, Khumbu)",2011 Spr,2011,1,21-May,5,8:15,Nepal,1,38,0,1,0,Nepal,NA,NA
"Nima Wangchu (Ngima Ongchu) Sherpa (Nakchung, Chaurikharka-4, Khumbu)",2011 Spr,2011,1,21-May,5,8:15,Nepal,1,29,1,1,0,Nepal,NA,NA
"Phu Dorje (Ang Bhai) Sherpa (Chheplung, Khumbu)",2011 Spr,2011,1,21-May,5,8:15,Nepal,1,27,1,1,0,Nepal,NA,NA
Sano Babu Sunuwar,2011 Spr,2011,1,21-May,5,8:15,Nepal,1,27,1,1,0,Nepal,NA,NA
"Pasang Rinji Sherpa (Phortse, Khumbu)",2011 Spr,2011,1,21-May,5,8:20,Nepal,1,34,1,1,0,Nepal,NA,NA
Heiko Weiner,2011 Spr,2011,1,21-May,5,8:20,Germany,1,48,1,1,0,Nepal,NA,NA
Suzanne Al Houby,2011 Spr,2011,1,21-May,5,8:30,Palestine,0,44,1,1,0,Nepal,NA,NA
Damian Benegas,2011 Spr,2011,1,21-May,5,8:30,USA,1,42,1,1,0,Nepal,NA,NA
Matias Santiago (Matocco) Erroz,2011 Spr,2011,1,21-May,5,8:30,Argentina,1,33,1,1,0,Nepal,NA,NA
Leonardo Enrique (Leo) McLean,2011 Spr,2011,1,21-May,5,8:30,Argentina,1,50,1,1,0,Nepal,NA,NA
"Dawa Temba Sherpa (Yaphu-9, Makalu-Barun)",2011 Spr,2011,1,21-May,5,8:30,Nepal,1,21,1,1,0,Nepal,NA,NA
"Mingma Tenzi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",2011 Spr,2011,1,21-May,5,8:30,Nepal,1,26,1,1,0,Nepal,NA,NA
"Pasang Ngima Sherpa (Yaphu-9, Makalu-Barun)",2011 Spr,2011,1,21-May,5,8:30,Nepal,1,23,1,1,0,Nepal,NA,NA
"Pasang Tendi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",2011 Spr,2011,1,21-May,5,8:30,Nepal,1,27,1,1,0,Nepal,NA,NA
"Phura Gyalzen (Phurba Gyalzen) Sherpa (Pangkoma, Jubing-9, Solukhumbu)",2011 Spr,2011,1,21-May,5,8:30,Nepal,1,27,1,1,0,Nepal,NA,NA
Leonardo (Lyos) Fernandez Jimenez,2011 Spr,2011,1,21-May,5,9:00,Mexico,1,32,1,1,0,China,NA,NA
David Kim Hempleman-Adams,2011 Spr,2011,1,21-May,5,9:35,UK,1,54,1,1,0,China,NA,NA
"Nga Temba Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,21-May,5,9:35,Nepal,1,60,1,1,0,China,NA,NA
"Pasang Lama Bhote (Hungung, Hatiya-1, Makalu-Barun)",2011 Spr,2011,1,21-May,5,10:00,Nepal,1,26,1,1,0,Nepal,NA,NA
Nivedita Chaudhary,2011 Spr,2011,1,21-May,5,10:00,India,0,27,1,1,0,Nepal,NA,NA
"Danuru Sherpa (Dobhane-9, Bhojpur)",2011 Spr,2011,1,21-May,5,10:00,Nepal,1,32,1,1,0,Nepal,NA,NA
"Dawa Gelu Sherpa (Sedua, Makalu-Barun)",2011 Spr,2011,1,21-May,5,10:00,Nepal,1,38,1,1,0,Nepal,NA,NA
"Pemba Nurbu Sherpa (Makalu-4, Makalu-Barun)",2011 Spr,2011,1,21-May,5,10:00,Nepal,1,32,1,1,0,Nepal,NA,NA
Rajib Bhattacharya,2011 Spr,2011,1,21-May,5,10:20,India,1,37,1,1,0,Nepal,NA,NA
Dipankar Ghosh,2011 Spr,2011,1,21-May,5,10:20,India,1,45,1,1,0,Nepal,NA,NA
"Karma Gyalzen/Geljen Sherpa (Bung-9, Solukhumbu)",2011 Spr,2011,1,21-May,5,10:20,Nepal,1,35,1,1,0,Nepal,NA,NA
"Phurba Gyalje/Gyalzen Sherpa (Makalu-9, Makalu-Barun)",2011 Spr,2011,1,21-May,5,10:20,Nepal,1,32,1,1,0,Nepal,NA,NA
Raju Sindhu,2011 Spr,2011,1,21-May,5,11:00,India,1,25,1,1,0,Nepal,NA,NA
Helmut Ortner,2011 Spr,2011,1,21-May,5,15:00,Austria,1,46,0,1,0,China,NA,NA
Richard David Parks,2011 Spr,2011,1,25-May,5,7:43,UK,1,33,1,1,0,Nepal,NA,NA
Mark Anthony Pinnock,2011 Spr,2011,1,25-May,5,7:43,UK,1,50,1,1,0,Nepal,NA,NA
Adam Robert Potter,2011 Spr,2011,1,25-May,5,7:43,UK,1,35,1,1,0,Nepal,NA,NA
"Mingma Tshering/Tsiri Sherpa (Beding, Dolakha)",2011 Spr,2011,1,25-May,5,7:43,Nepal,1,40,1,1,0,Nepal,NA,NA
"Pema Tshering (Pem Chhiri) Sherpa (Chankhu-6, Dolakha)",2011 Spr,2011,1,25-May,5,7:43,Nepal,1,31,1,1,0,Nepal,NA,NA
"Pemba Chhongbi Sherpa (Kharikhola, Solukhumbu)",2011 Spr,2011,1,25-May,5,7:43,Nepal,1,25,1,1,0,Nepal,NA,NA
Manabu Hirose,2011 Spr,2011,1,25-May,5,9:30,Japan,1,44,1,1,0,China,NA,NA
Noriyuki Muraguchi,2011 Spr,2011,1,25-May,5,9:30,Japan,1,54,1,1,0,China,NA,NA
"Ang Pemba Sherpa (Thami, Khumbu)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,32,1,1,0,China,NA,NA
"Dawa Gyalje (Dawa Gyalzen) Sherpa (Beding, Dolakha)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,32,1,1,0,China,NA,NA
"Lhakpa Tshering Sherpa (Namche Bazar, Khumbu)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,27,1,1,0,China,NA,NA
"Mingma Nuru Sherpa (Phurte, Khumbu)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,28,1,1,0,China,NA,NA
"Mingma Nuru (Ang Nuru) Sherpa (Namche Bazar, Khumbu)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,26,1,1,0,China,NA,NA
"Nima Nurbu Sherpa (Thamiteng, Khumbu)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,31,1,1,0,China,NA,NA
"Ongje (Wangche) Sherpa (Gaurishankar-2, Dolakha)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,27,1,1,0,China,NA,NA
"Pasang Kitar/Kidar Sherpa (Beding, Dolakha)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,32,1,1,0,China,NA,NA
"Pasang Tharke Sherpa (Thyangmoche (Thami), Khumbu)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,39,1,1,0,China,NA,NA
"Pemba Gyalzen/Geljen Sherpa (Thami, Khumbu)",2011 Spr,2011,1,25-May,5,9:30,Nepal,1,41,1,1,0,China,NA,NA
Katummasa Takahashi,2011 Spr,2011,1,25-May,5,9:30,Japan,1,41,1,1,0,China,NA,NA
Yukihide Tamura,2011 Spr,2011,1,25-May,5,9:30,Japan,1,39,1,1,0,China,NA,NA
Takeshi Yamamura,2011 Spr,2011,1,25-May,5,9:30,Japan,1,28,1,1,0,China,NA,NA
"Pasang Tenzing Sherpa (Beding, Dolakha)",2011 Spr,2011,1,25-May,5,10:10,Nepal,1,26,1,1,0,Nepal,NA,NA
Stephen David (Steve) Williams,2011 Spr,2011,1,25-May,5,10:10,UK,1,35,1,1,0,Nepal,NA,NA
"Densa Bhote (Hungung, Hatiya-1, Makalu-Barun)",2011 Spr,2011,1,25-May,5,11:00,Nepal,1,29,1,1,0,Nepal,NA,NA
"Pemba Tenzing (Pimba Tenzing) Lama (Hatiya-3, Makalu-Barun)",2011 Spr,2011,1,25-May,5,11:00,Nepal,1,24,1,1,0,Nepal,NA,NA
Devidutta Panda,2011 Spr,2011,1,25-May,5,11:00,India,1,33,1,1,0,Nepal,NA,NA
Nirupama Pandey,2011 Spr,2011,1,25-May,5,11:00,India,0,30,1,1,0,Nepal,NA,NA
Ganesh Singh Pokhariya,2011 Spr,2011,1,25-May,5,11:00,India,1,22,1,1,0,Nepal,NA,NA
Rajika Sharma,2011 Spr,2011,1,25-May,5,11:00,India,0,28,1,1,0,Nepal,NA,NA
"Ang Dorji Sherpa (Makalu-2, Makalu-Barun)",2011 Spr,2011,1,25-May,5,11:00,Nepal,1,34,1,1,0,Nepal,NA,NA
"Lhakpa Tashi Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",2011 Spr,2011,1,25-May,5,11:00,Nepal,1,25,1,1,0,Nepal,NA,NA
"Mingma Temba Sherpa (Yaphu-9, Makalu-Barun)",2011 Spr,2011,1,25-May,5,11:00,Nepal,1,31,1,1,0,Nepal,NA,NA
"Pemba Ongdi Sherpa (Yaphu-9, Makalu-Barun)",2011 Spr,2011,1,25-May,5,11:00,Nepal,1,23,1,1,0,Nepal,NA,NA
"Phurba Sherpa (Makalu-2, Makalu-Barun)",2011 Spr,2011,1,25-May,5,11:00,Nepal,1,34,1,1,0,Nepal,NA,NA
"Samgel (Samgyal) Sherpa (Makalu-9, Makalu-Barun)",2011 Spr,2011,1,25-May,5,11:00,Nepal,1,39,1,1,0,Nepal,NA,NA
Jasbir Singh,2011 Spr,2011,1,25-May,5,11:00,India,1,37,1,1,0,Nepal,NA,NA
Dorje Khatri,2011 Spr,2011,1,26-May,5,6:30,Nepal,1,42,1,1,0,China,NA,NA
George Hugh Robert Stewart,2011 Spr,2011,1,26-May,5,6:30,UK,1,22,1,1,0,China,NA,NA
Jaysen Arumugum,2011 Spr,2011,1,26-May,5,6:40,Mauritius,1,35,1,1,0,China,NA,NA
"Ang Phurba Sherpa (Khembalung, Yaphu-9, Makalu-Barun)",2011 Spr,2011,1,26-May,5,6:40,Nepal,1,25,1,1,0,China,NA,NA
"Mingma Gyabu (Mingma David) Sherpa (Sakathum, Lelep-7, Taplejung)",2011 Spr,2011,1,26-May,5,6:45,Nepal,1,22,1,1,0,China,NA,NA
Christopher Stephen (Chris) Szymiec,2011 Spr,2011,1,26-May,5,6:45,Canada,1,37,1,1,0,China,NA,NA
Kul Bahadur Thapa Magar,2011 Spr,2011,1,26-May,5,7:30,Nepal,1,40,1,1,0,China,NA,NA
Mark Walsh,2011 Spr,2011,1,26-May,5,7:30,UK,1,45,1,1,0,China,NA,NA
Philip Peter Bota,2011 Spr,2011,1,26-May,5,7:38,Canada,1,22,1,1,0,China,NA,NA
"Pasang Namgyal Sherpa (Khumjung, Khumbu)",2011 Spr,2011,1,26-May,5,7:38,Nepal,1,38,1,1,0,China,NA,NA
"Phurba Temba (Lama Thami) Sherpa (Yilajung, Khumbu)",2011 Spr,2011,1,26-May,5,7:38,Nepal,1,43,1,1,0,China,NA,NA
William Brant Holland,2011 Spr,2011,1,26-May,5,7:45,USA,1,29,1,1,0,China,NA,NA
Stephen Raymond David Green,2011 Spr,2011,1,26-May,5,8:15,UK,1,24,1,1,0,China,NA,NA
Nurbu Bhote Lama,2011 Spr,2011,1,26-May,5,8:30,Nepal,1,29,1,1,0,China,NA,NA
Andrew Gallantry Robertson,2011 Spr,2011,1,26-May,5,8:30,UK,1,39,1,1,0,China,NA,NA
"Dawa Dorje Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,26-May,5,8:30,Nepal,1,27,1,1,0,China,NA,NA
Benjamin James (Ben) Thackwray,2011 Spr,2011,1,26-May,5,8:30,UK,1,31,1,1,0,China,NA,NA
George William Atkinson,2011 Spr,2011,1,26-May,5,8:45,UK,1,16,1,1,0,China,NA,NA
"Sonam Dorje Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,26-May,5,8:45,Nepal,1,25,1,1,0,China,NA,NA
Gregory John Healey,2011 Spr,2011,1,26-May,5,9:45,UK,1,30,1,1,0,China,NA,NA
Zachary Nathan (Zac) Poulton,2011 Spr,2011,1,26-May,5,9:45,UK/Australia,1,35,1,1,0,China,NA,NA
"Pasang Wangchu Sherpa (Lelep-8, Taplejung)",2011 Spr,2011,1,26-May,5,9:45,Nepal,1,27,1,1,0,China,NA,NA
Martin Joseph Byrne,2011 Spr,2011,1,26-May,5,11:30,Ireland,1,58,1,1,0,China,NA,NA
"Lhakpa Sherpa (Rawadole-1, Okhaldhunga)",2011 Spr,2011,1,26-May,5,11:30,Nepal,1,37,1,1,0,China,NA,NA
Kazuya Hiraide,2011 Spr,2011,1,26-May,5,14:00,Japan,1,32,1,1,0,Nepal,NA,NA
Kumiko Kawasaki,2011 Spr,2011,1,26-May,5,14:00,Japan,0,35,1,1,0,Nepal,NA,NA
Kenji Kondo,2011 Spr,2011,1,26-May,5,14:00,Japan,1,48,1,1,0,Nepal,NA,NA
"Chhepa Sherpa (Sotang-6, Solukhumbu)",2011 Spr,2011,1,26-May,5,14:00,Nepal,1,27,1,1,0,Nepal,NA,NA
"Da Dendi (Da Tendi) Sherpa (Sakpharma, Lokhim-9, Solukhumbu)",2011 Spr,2011,1,26-May,5,14:00,Nepal,1,29,1,1,0,Nepal,NA,NA
"Phura Chhiri (Phurba Chhiri) Sherpa (Sakpharma, Lokhim-9, Solukhumbu)",2011 Spr,2011,1,26-May,5,14:00,Nepal,1,42,1,1,0,Nepal,NA,NA
"Chewang Dorje Sherpa (Pangboche, Khumbu)",2011 Spr,2011,1,27-May,5,6:15,Nepal,1,30,1,1,0,Nepal,NA,NA
Jeffrey Gordon (Jeff) Witt,2011 Spr,2011,1,27-May,5,6:15,USA,1,37,1,1,0,Nepal,NA,NA
"Jamling Bhote (Hungung, Hatiya-1, Makalu-Barun)",2011 Spr,2011,1,27-May,5,11:45,Nepal,1,33,1,1,0,China,NA,NA
"Phuchhanga (Puchhang) Bhote (Guthigumba, Chepuwa, Makalu-Barun)",2011 Spr,2011,1,27-May,5,11:45,Nepal,1,31,1,1,0,China,NA,NA
Yu Leng Kenneth Koh,2011 Spr,2011,1,27-May,5,11:45,Singapore,1,46,1,1,0,China,NA,NA
"Tawa Chhiri Sherpa (Charwo, Sotang-6, Solukhumbu)",2011 Spr,2011,1,27-May,5,11:45,Nepal,1,32,1,1,0,China,NA,NA
"Jyamchang Bhote (Hungung, Hatiya-1, Makalu-Barun)",2012 Spr,2012,1,18-May,5,13:00,Nepal,1,31,1,1,0,Nepal,NA,NA
"Ang Kazi (Ankaji) Sherpa (Chitre, Sisuwa-9, Makalu-Barun)",2012 Spr,2012,1,18-May,5,13:00,Nepal,1,34,1,1,0,Nepal,NA,NA
"Kami Rita (Topke) Sherpa (Thami, Khumbu)",2012 Spr,2012,1,18-May,5,13:00,Nepal,1,42,1,1,0,Nepal,NA,NA
"Karma Gyalzen (Karma Gelgen) Sherpa (Phortse, Khumbu)",2012 Spr,2012,1,18-May,5,13:00,Nepal,1,25,1,1,0,Nepal,NA,NA
"Ngima Dorchi (Nima Dorji) Sherpa (Makalu-9, Makalu-Barun)",2012 Spr,2012,1,18-May,5,13:00,Nepal,1,36,1,1,0,Nepal,NA,NA
"Palden Namgye/Namgyal Sherpa (Phortse, Khumbu)",2012 Spr,2012,1,18-May,5,13:00,Nepal,1,39,1,1,0,Nepal,NA,NA
"Phu Tashi Sherpa (Phortse, Khumbu)",2012 Spr,2012,1,18-May,5,13:00,Nepal,1,34,1,1,0,Nepal,NA,NA
"Phura Kancha (Fur Kancha) Sherpa (Thami, Khumbu)",2012 Spr,2012,1,18-May,5,13:00,Nepal,1,35,1,1,0,Nepal,NA,NA
Gabriel Andres Becker Mardones,2012 Spr,2012,1,18-May,5,13:30,Chile,1,32,1,1,0,Nepal,NA,NA
Paulo Cesar Grandy Sumonte,2012 Spr,2012,1,18-May,5,13:30,Chile,1,37,1,1,0,Nepal,NA,NA
Eugenio Luis Guzman Letelier,2012 Spr,2012,1,18-May,5,13:30,Chile,1,35,1,1,0,Nepal,NA,NA
Sebastian Irarrazaval Dominguez,2012 Spr,2012,1,18-May,5,13:30,Chile,1,33,1,1,0,Nepal,NA,NA
Rodrigo Hernan Jordan Fuchs,2012 Spr,2012,1,18-May,5,13:30,Chile,1,52,1,1,0,Nepal,NA,NA
Parvaneh Kazemi,2012 Spr,2012,1,18-May,5,13:30,Iran,0,41,1,1,0,Nepal,NA,NA
Felipe Jose Olea Popelka,2012 Spr,2012,1,18-May,5,13:30,Chile,1,34,1,1,0,Nepal,NA,NA
Ernesto Olivares Miranda,2012 Spr,2012,1,18-May,5,13:30,Chile,1,47,1,1,0,Nepal,NA,NA
"Lhakpa Sonam Sherpa (Kharikhola, Solukhumbu)",2012 Spr,2012,1,18-May,5,13:30,Nepal,1,30,1,1,0,Nepal,NA,NA
"Mingma Nuru Sherpa (Thami, Khumbu)",2012 Spr,2012,1,18-May,5,13:30,Nepal,1,36,1,1,0,Nepal,NA,NA
"Mingma Tenzing Sherpa (Pare, Khumbu)",2012 Spr,2012,1,18-May,5,13:30,Nepal,1,44,1,1,0,Nepal,NA,NA
"Nima Gyalzen Sherpa (Beding, Dolakha)",2012 Spr,2012,1,18-May,5,13:30,Nepal,1,26,1,1,0,Nepal,NA,NA
"Pasang Tendi Sherpa (Yilajung, Khumbu)",2012 Spr,2012,1,18-May,5,13:30,Nepal,1,23,1,1,0,Nepal,NA,NA
"Phura Jangbu (Ang Jangbu) Sherpa (Phurte, Khumbu)",2012 Spr,2012,1,18-May,5,13:30,Nepal,1,30,1,1,0,Nepal,NA,NA
"Phurba Chhoter (Ang Jangbu) Sherpa (Yilajung, Khumbu)",2012 Spr,2012,1,18-May,5,13:30,Nepal,1,40,1,1,0,Nepal,NA,NA
"Tshering Dorje Sherpa (Kharikhola, Solukhumbu)",2012 Spr,2012,1,18-May,5,13:30,Nepal,1,41,1,1,0,Nepal,NA,NA
Ueli Steck,2012 Spr,2012,1,18-May,5,13:30,Switzerland,1,35,0,1,0,Nepal,NA,NA
Sebastian Ignacio (Pollo) Varela Contador,2012 Spr,2012,1,18-May,5,13:30,Chile,1,35,1,1,0,Nepal,NA,NA
Juan Jose Varela Eluchans,2012 Spr,2012,1,18-May,5,13:30,Chile,1,29,1,1,0,Nepal,NA,NA
Pedro Vidal Garcia-Huidobro,2012 Spr,2012,1,18-May,5,13:30,Chile,1,53,1,1,0,Nepal,NA,NA
"Tenzing (Tenji) Sherpa (Sanam, Gudel-4, Solukhumbu)",2012 Spr,2012,1,18-May,5,14:00,Nepal,1,20,0,1,0,Nepal,NA,NA
Chimi Tashi (Qimi Zhaxi),2012 Spr,2012,1,19-May,5,NA,China,1,25,1,1,0,China,NA,NA
Dompa (Dunba),2012 Spr,2012,1,19-May,5,NA,China,1,28,1,1,0,China,NA,NA
Dorje (Small),2012 Spr,2012,1,19-May,5,NA,China,1,27,1,1,0,China,NA,NA
Dorje Tsering (Duoji Ciren),2012 Spr,2012,1,19-May,5,NA,China,1,27,1,1,0,China,NA,NA
"Karsang (Gesang, Kelsang)",2012 Spr,2012,1,19-May,5,NA,China,1,28,1,1,0,China,NA,NA
"Kedup (Kezhu, Ketsu)",2012 Spr,2012,1,19-May,5,NA,China,1,24,1,1,0,China,NA,NA
"Lobsang (Lorchun, Lobchong)",2012 Spr,2012,1,19-May,5,NA,China,1,27,1,1,0,China,NA,NA
Luda,2012 Spr,2012,1,19-May,5,NA,China,1,30,1,1,0,China,NA,NA
Pasang Tarke (Basang Taqu),2012 Spr,2012,1,19-May,5,NA,China,1,33,1,1,0,China,NA,NA
Pemba Dhondup (Bianba Dunzhu),2012 Spr,2012,1,19-May,5,NA,China,1,33,1,1,0,China,NA,NA
Pemba Tashi (Bianba Zhaxi),2012 Spr,2012,1,19-May,5,NA,China,1,34,1,1,0,China,NA,NA
Phuntsok (Phinzo),2012 Spr,2012,1,19-May,5,NA,China,1,25,1,1,0,China,NA,NA
"Phuntsok (Phinzo, Tsering Phinzo)",2012 Spr,2012,1,19-May,5,NA,China,1,34,1,1,0,China,NA,NA
Phurbu Dhondup (Big),2012 Spr,2012,1,19-May,5,NA,China,1,35,1,1,0,China,NA,NA
Sonam (Soulang),2012 Spr,2012,1,19-May,5,NA,China,1,NA,1,1,0,China,NA,NA
Tashi Phuntsok (Tashi Phinzo),2012 Spr,2012,1,19-May,5,NA,China,1,28,1,1,0,China,NA,NA
Tenzing Jigme,2012 Spr,2012,1,19-May,5,NA,China,1,25,1,1,0,China,NA,NA
Tsering Dhondup (Big),2012 Spr,2012,1,19-May,5,NA,China,1,30,1,1,0,China,NA,NA
Tsering Dorje (Cering Dorje),2012 Spr,2012,1,19-May,5,NA,China,1,30,1,1,0,China,NA,NA
Tsering Samdrup (Tsering Sangzhu),2012 Spr,2012,1,19-May,5,NA,China,1,28,1,1,0,China,NA,NA
Wangdu (Wangqing),2012 Spr,2012,1,19-May,5,NA,China,1,32,1,1,0,China,NA,NA
Qian An,2012 Spr,2012,1,19-May,5,NA,China,0,NA,1,1,0,China,NA,NA
Nurbu Bhote Lama,2012 Spr,2012,1,19-May,5,NA,Nepal,1,30,1,1,0,Nepal,NA,NA
Wen-Yi Ha,2012 Spr,2012,1,19-May,5,NA,China,1,54,1,0,1,Nepal,Exhaustion,8400m
Hui Han,2012 Spr,2012,1,19-May,5,NA,China,1,45,1,1,0,China,NA,NA
Xiao-Dan Li,2012 Spr,2012,1,19-May,5,NA,China,0,40,1,1,0,Nepal,NA,NA
Shi-Jie Ma,2012 Spr,2012,1,19-May,5,NA,China,1,49,1,1,0,China,NA,NA
Rui-Jin Ren,2012 Spr,2012,1,19-May,5,NA,China,1,48,1,1,0,Nepal,NA,NA
"Chhiji Nurbu Sherpa (Walung, Makalu-9, Makalu-Barun)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,31,1,1,0,Nepal,NA,NA
"Dakipa (Dawa Kipa) Sherpa (Kharikhola, Solukhumbu)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,28,1,1,0,Nepal,NA,NA
"Dawa Gyalzen/Gyaljen Sherpa (Chheplung, Khumbu)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,24,1,1,0,Nepal,NA,NA
"Dawa Tenzin (Dawa Tenji) Sherpa (Beding, Dolakha)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,36,1,1,0,Nepal,NA,NA
"Dendi Sherpa (Gorakhani-2, Solukhumbu)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,35,1,1,0,Nepal,NA,NA
"Dorje Sherpa (Dimbil, Tapting-9, Solukhumbu)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,41,1,1,0,Nepal,NA,NA
"Kami (Kame) Sherpa (Bagam, Kerung, Solukhumbu)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,49,1,1,0,Nepal,NA,NA
Lhakpa Gyalzen Sherpa,2012 Spr,2012,1,19-May,5,NA,Nepal,1,NA,1,1,0,Nepal,NA,NA
"Mingma Sherpa (Phortse, Khumbu)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,35,1,1,0,Nepal,NA,NA
"Norbu/Nurbu (Nuru) Sherpa (Beding, Dolakha)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,44,1,1,0,Nepal,NA,NA
"Pasang Dorchi Sherpa (Walung, Makalu-9, Makalu-Barun)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,30,1,1,0,Nepal,NA,NA
"Pemba Sherpa (Patle-4, Okhaldhunga)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,32,1,1,0,Nepal,NA,NA
"Pemba Rinzi/Rinji Sherpa (Bishinga-7, Okhaldhunga)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,36,1,1,0,Nepal,NA,NA
"Pemba Rita Sherpa (Beding, Dolakha)",2012 Spr,2012,1,19-May,5,NA,Nepal,1,32,1,1,0,Nepal,NA,NA
Temba Sherpa,2012 Spr,2012,1,19-May,5,NA,Nepal,1,NA,1,1,0,Nepal,NA,NA
Jagannath Timilsina,2012 Spr,2012,1,19-May,5,NA,Nepal,1,NA,1,1,0,Nepal,NA,NA
Xue-Zhi Zeng,2012 Spr,2012,1,19-May,5,NA,China,0,41,1,1,0,China,NA,NA
Ashish Sharad Mane,2012 Spr,2012,1,19-May,5,0:10,India,1,21,1,1,0,Nepal,NA,NA
Young-Hoon Oh,2012 Spr,2012,1,19-May,5,3:00,S Korea,1,33,1,1,0,Nepal,NA,NA
"Nga Tenji Sherpa (Nurbugaon, Makalu-Barun)",2012 Spr,2012,1,19-May,5,3:00,Nepal,1,32,1,1,0,Nepal,NA,NA
Joan Clofent Torellas,2012 Spr,2012,1,19-May,5,3:20,Spain,1,66,1,1,0,Nepal,NA,NA
"Chuldim Dorje (Ang Dorje) Sherpa (Pangboche, Khumbu)",2012 Spr,2012,1,19-May,5,3:20,Nepal,1,47,1,1,0,Nepal,NA,NA
"Kami Rita Sherpa (Thami, Khumbu)",2012 Spr,2012,1,19-May,5,3:20,Nepal,1,34,1,1,0,Nepal,NA,NA
